KINDPATENT,Patent office,KINDREGION,Reference region,REGIONS,Regions,TECHNO,Total patents and by technologies,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2002,2002,NBR,Number,0,Units,,,455.98900000000003,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2003,2003,NBR,Number,0,Units,,,522.769,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2004,2004,NBR,Number,0,Units,,,528.6542,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2005,2005,NBR,Number,0,Units,,,592.177,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2006,2006,NBR,Number,0,Units,,,572.2806,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2007,2007,NBR,Number,0,Units,,,631.8574,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2008,2008,NBR,Number,0,Units,,,705.3794,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2009,2009,NBR,Number,0,Units,,,824.3198,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2010,2010,NBR,Number,0,Units,,,984.2962,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2011,2011,NBR,Number,0,Units,,,1103.5442,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL,Total Patents,2012,2012,NBR,Number,0,Units,,,1135.2931,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1977,1977,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1978,1978,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1979,1979,NBR,Number,0,Units,,,0.6667,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1980,1980,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1981,1981,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1982,1982,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1983,1983,NBR,Number,0,Units,,,1.55,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1984,1984,NBR,Number,0,Units,,,0.9167,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1985,1985,NBR,Number,0,Units,,,1.8,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1986,1986,NBR,Number,0,Units,,,4.2643,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1987,1987,NBR,Number,0,Units,,,1.7429,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1988,1988,NBR,Number,0,Units,,,5.3917,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1989,1989,NBR,Number,0,Units,,,4.6667,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1990,1990,NBR,Number,0,Units,,,7.1397,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1991,1991,NBR,Number,0,Units,,,3.0659,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1992,1992,NBR,Number,0,Units,,,3.5556,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1993,1993,NBR,Number,0,Units,,,4.8333,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1994,1994,NBR,Number,0,Units,,,2.2,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1995,1995,NBR,Number,0,Units,,,4.5,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1996,1996,NBR,Number,0,Units,,,7.4667,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1997,1997,NBR,Number,0,Units,,,6.2,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1998,1998,NBR,Number,0,Units,,,16.0991,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,1999,1999,NBR,Number,0,Units,,,23.9,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2000,2000,NBR,Number,0,Units,,,32.0778,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2001,2001,NBR,Number,0,Units,,,30.1269,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2002,2002,NBR,Number,0,Units,,,47.9167,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2003,2003,NBR,Number,0,Units,,,52.4798,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2004,2004,NBR,Number,0,Units,,,50.3436,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2005,2005,NBR,Number,0,Units,,,57.7167,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2006,2006,NBR,Number,0,Units,,,72.8845,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2007,2007,NBR,Number,0,Units,,,40.6726,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2008,2008,NBR,Number,0,Units,,,60.9846,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2009,2009,NBR,Number,0,Units,,,54.5588,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2010,2010,NBR,Number,0,Units,,,55.0833,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2011,2011,NBR,Number,0,Units,,,55.0334,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,BIOTECH,Biotechnology,2012,2012,NBR,Number,0,Units,,,62.1626,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1977,1977,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1978,1978,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1979,1979,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1980,1980,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1981,1981,NBR,Number,0,Units,,,0.5,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1982,1982,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1983,1983,NBR,Number,0,Units,,,0.75,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1984,1984,NBR,Number,0,Units,,,0.25,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1985,1985,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1986,1986,NBR,Number,0,Units,,,0.5,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1987,1987,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1988,1988,NBR,Number,0,Units,,,2.6667,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1989,1989,NBR,Number,0,Units,,,2.5,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1990,1990,NBR,Number,0,Units,,,1.8333,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1991,1991,NBR,Number,0,Units,,,0.8833,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1992,1992,NBR,Number,0,Units,,,3.1667,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1993,1993,NBR,Number,0,Units,,,6.5357,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1994,1994,NBR,Number,0,Units,,,6.5576,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1995,1995,NBR,Number,0,Units,,,3.6179,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1996,1996,NBR,Number,0,Units,,,7.85,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1997,1997,NBR,Number,0,Units,,,12.4333,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1998,1998,NBR,Number,0,Units,,,19.2253,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,1999,1999,NBR,Number,0,Units,,,28.1595,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2000,2000,NBR,Number,0,Units,,,32.2089,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2001,2001,NBR,Number,0,Units,,,54.7019,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2002,2002,NBR,Number,0,Units,,,80.0683,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2003,2003,NBR,Number,0,Units,,,114.2278,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2004,2004,NBR,Number,0,Units,,,142.4293,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2005,2005,NBR,Number,0,Units,,,128.6065,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2006,2006,NBR,Number,0,Units,,,117.8053,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2007,2007,NBR,Number,0,Units,,,153.8309,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2008,2008,NBR,Number,0,Units,,,141.0976,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2009,2009,NBR,Number,0,Units,,,231.7549,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2010,2010,NBR,Number,0,Units,,,309.8846,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2011,2011,NBR,Number,0,Units,,,406.1765,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,ICT,ICT,2012,2012,NBR,Number,0,Units,,,424.7581,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1977,1977,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1978,1978,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1979,1979,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1980,1980,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1981,1981,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1982,1982,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1983,1983,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1984,1984,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1985,1985,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1986,1986,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1987,1987,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1988,1988,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1989,1989,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1990,1990,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1991,1991,NBR,Number,0,Units,,,1.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1992,1992,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1993,1993,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1994,1994,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1995,1995,NBR,Number,0,Units,,,0.4,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1996,1996,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1997,1997,NBR,Number,0,Units,,,0.2,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1998,1998,NBR,Number,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,1999,1999,NBR,Number,0,Units,,,0.3333,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2000,2000,NBR,Number,0,Units,,,2.1111,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2001,2001,NBR,Number,0,Units,,,2.5,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2002,2002,NBR,Number,0,Units,,,3.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2003,2003,NBR,Number,0,Units,,,12.2929,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2004,2004,NBR,Number,0,Units,,,4.4167,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2005,2005,NBR,Number,0,Units,,,5.25,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2006,2006,NBR,Number,0,Units,,,6.6333,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2007,2007,NBR,Number,0,Units,,,8.2619,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2008,2008,NBR,Number,0,Units,,,11.625,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2009,2009,NBR,Number,0,Units,,,6.2452,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2010,2010,NBR,Number,0,Units,,,11.0833,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2011,2011,NBR,Number,0,Units,,,6.8333,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,NANOTECH,Nanotechnology,2012,2012,NBR,Number,0,Units,,,7.9429,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1977,1977,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1978,1978,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1979,1979,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1980,1980,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1981,1981,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1982,1982,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1983,1983,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1984,1984,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1985,1985,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1986,1986,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1987,1987,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1988,1988,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1989,1989,PC,Percentage,0,Units,,,0.0,,
EPO_A,Patent applications to the EPO,INVENTORS,Inventor(s)'s country(ies) of residence,IND,India,TOTAL_SHARE,Share of region in country's total patents,1990,1990,PC,Percentage,0,Units,,,0.0,,
